500070,"(1,17,-5,45)","(1,17,-5,45)","(250035,500070)"
500071,"(3,5,22,28)","(3,5,22,28)","(38467,307736)"
500072,"(2,17,12,56)","(59,16,11,-2)","(62509,125018)"
500072,"(8,3,8,-2)","(17,-38,27,-8)","(14708,72260404)"
500072,"(14,6,17,4)","(4,-17,6,-14)","(125018,250036)"
500072,"(7,6,34,16)","(3,62,-62,16)","(62509,125018)"
500074,"(16,5,26,-9)","(191,-238,101,-16)","(500074)"
500075,"(1,10,-55,-90)","(1,10,-55,-90)","(20003,100015,160024,800120)"
500075,"(4,5,6,2)","(83,-78,23,-2)","(241,1928,137800667,1102405336)"
500075,"(1,13,3,161)","(1,13,3,161)","(20003,160024)"
500075,"(1,9,47,357)","(1,9,47,357)","(20003,160024)"
500075,"(17,39,37,29)","(1,-215,163,-31)","(20003,100015,160024,800120)"
500075,"(8,21,34,52)","(31,-16,-3,-8)","(160024,800120)"
500076,"(3,24,19,22)","(3,24,19,22)","(41673,83346)"
500076,"(3,8,26,68)","(3,8,26,68)","(13891,27782,41673,83346,375057,750114,1125171,2250342)"
500076,"(1,21,12,164)","(1,21,12,164)","(13891,27782)"
500076,"(6,8,13,17)","(9,62,-39,6)","(27782,83346,750114,2250342,20253078,60759234)"
500076,"(2,21,6,41)","(29,-1056,-867,-176)","(958,27782,23364662,677575198)"
500076,"(27,51,51,35)","(73,-270,90,-8)","(13891,27782)"
500078,"(2,12,31,166)","(2,12,31,166)","(500078)"
500081,"(23,3,28,2)","(2,-28,3,-23)","(500081,4000648)"
500082,"(2,1,50,18)","(2,1,50,18)","(250041,500082,2000328,4000656)"
500083,"(7,27,31,49)","(10,-58,-36,-7)","(500083,4000664)"
500084,"(1,17,-3,-25)","(1,17,-3,-25)","(250042)"
500084,"(1,18,14,96)","(1,18,14,96)","(125021,250042)"
500084,"(2,18,7,24)","(2,18,7,24)","(250042)"
500084,"(4,28,-34,-3)","(13,-286,-68,-4)","(125021,250042)"
500084,"(12,7,36,8)","(181,618,329,48)","(125021,250042)"
500085,"(3,21,30,152)","(3,21,30,152)","(55565,444520)"
500085,"(19,48,45,40)","(131,-255,138,-24)","(55565,444520)"
500085,"(19,15,42,24)","(12,-237,180,-35)","(55565,444520)"
500086,"(23,15,25,3)","(23,15,25,3)","(250043,500086)"
500086,"(11,19,17,23)","(11,19,17,23)","(250043,500086)"
500086,"(11,7,29,11)","(11,7,29,11)","(250043,500086)"
500086,"(4,18,17,47)","(4,18,17,47)","(1000172)"
500088,"(1,13,4,96)","(1,13,4,96)","(62511,125022)"
500088,"(2,13,2,24)","(41,-34,19,-2)","(125022,250044)"
500088,"(6,15,28,47)","(3,-40,-21,-6)","(20837,41674,62511,125022,562599,1125198,1687797,3375594)"
500088,"(12,20,37,23)","(67,101,52,12)","(933,1866,62511,125022,280611879,561223758,18800995893,37601991786)"
500088,"(12,3,8,-7)","(7,8,-3,12)","(125022,250044)"
500088,"(3,1,26,16)","(3,1,26,16)","(41674,83348,125022,250044,1125198,2250396,3375594,6751188)"
500089,"(4,3,46,46)","(1,52,9,4)","(500089,4000712)"
500090,"(2,4,47,140)","(2,4,47,140)","(500090)"
500090,"(16,21,34,14)","(2,-53,50,-14)","(250045,500090,2000360,4000720)"
500091,"(6,15,46,65)","(1,331,-282,60)","(500091,4000728)"
500093,"(10,21,-26,-9)","(47,-10,-39,-10)","(4133,33064,45463,363704)"
500093,"(1,3,-77,-37)","(1,3,-77,-37)","(4133,33064,45463,363704)"
500093,"(1,19,-12,62)","(1,19,-12,62)","(4133,33064,45463,363704)"
500093,"(1,7,48,350)","(1,7,48,350)","(4133,33064,45463,363704)"
500093,"(8,17,44,49)","(181,1612,709,80)","(4133,33064,45463,363704)"
500095,"(6,2,-45,10)","(1,-105,-52,-6)","(500095,4000760)"
500096,"(5,7,11,13)","(4,-12,-8,-5)","(3907)"
500097,"(3,0,55,4)","(3,0,55,4)","(500097,4000776)"
500098,"(12,13,-30,-13)","(3,-62,-59,-12)","(500098)"
500099,"(5,27,10,28)","(5,27,10,28)","(500099,4000792)"
500100,"(2,7,-2,23)","(23,2,7,-2)","(50010)"
500100,"(1,10,13,96)","(1,10,13,96)","(25005,50010)"
500100,"(15,18,26,8)","(5,145,-111,21)","(50010)"
500102,"(12,13,26,20)","(71,-88,49,-12)","(1000204)"
500102,"(4,25,-14,-10)","(4,25,-14,-10)","(250051,500102,2000408,4000816,16003264,32006528)"
500103,"(1,36,-12,-30)","(1,36,-12,-30)","(55567,444536)"
500103,"(1,33,-24,42)","(1,33,-24,42)","(55567,444536)"
500104,"(2,1,-14,-2)","(11,10,-5,-2)","(11366,22732,15128146,30256292)"
500104,"(14,2,15,-7)","(7,15,-2,14)","(250052)"
500107,"(4,21,-2,36)","(71,-88,-39,-4)","(500107,4000856)"
500108,"(1,0,50,2)","(1,0,50,2)","(250054)"
500108,"(4,0,50,1)","(1,-50,0,-4)","(125027,250054)"
500109,"(6,24,-22,-15)","(6,24,-22,-15)","(500109,4000872)"
500110,"(4,5,52,26)","(4,5,52,26)","(250055,500110,2000440,4000880,16003520,32007040)"
500112,"(3,0,14,6)","(3,0,14,6)","(10419,20838)"
500112,"(1,12,0,46)","(1,12,0,46)","(3473,6946)"
500112,"(1,3,45,97)","(1,3,45,97)","(3473,6946)"
500112,"(5,9,9,13)","(23,-66,42,-8)","(151,302,1837217,3674434)"
500112,"(1,9,21,127)","(1,9,21,127)","(3473,6946)"
500112,"(12,0,14,3)","(3,-14,0,-12)","(3473,6946,10419,20838,93771,187542,281313,562626)"
500112,"(23,0,24,4)","(23,0,24,4)","(3473,6946)"
500112,"(4,0,42,27)","(4,0,42,27)","(3473,6946)"
500112,"(4,9,12,35)","(4,9,12,35)","(3473,6946,13892,27784,55568,111136,222272,889088)"
500112,"(2,9,24,140)","(2,9,24,140)","(3473,6946)"
500112,"(4,12,6,57)","(23,261,177,31)","(151,302,3473,6946,1837217,3674434,42255991,84511982)"
500112,"(2,0,45,14)","(2,0,45,14)","(6946)"
500113,"(2,14,1,96)","(2,14,1,96)","(500113,4000904)"
500115,"(3,12,40,126)","(3,12,40,126)","(500115,4000920)"
500116,"(2,5,44,152)","(11,-68,-13,-2)","(125029,250058)"
500116,"(4,5,22,38)","(17,-24,-7,-4)","(250058)"
500116,"(16,10,22,19)","(19,-22,10,-16)","(125029,250058)"
500117,"(10,16,-3,23)","(13,-53,-44,-10)","(500117,4000936)"
500118,"(9,4,22,-14)","(41,41,23,9)","(250059,500118)"
500120,"(14,2,14,5)","(1,-53,31,-5)","(125030,250060)"
500120,"(3,20,-29,-6)","(157,36,-43,6)","(62515,125030)"
500120,"(5,0,-38,-12)","(5,0,-38,-12)","(62515,125030)"
500120,"(7,2,28,20)","(4,-100,-72,-13)","(62515,125030)"
500120,"(14,20,27,16)","(5,29,22,14)","(250060,31257500)"
500120,"(3,19,0,-10)","(37,-66,-43,-6)","(125030,250060)"
500121,"(1,9,36,326)","(1,9,36,326)","(18523,148184)"
500121,"(2,0,63,1)","(1,-63,0,-2)","(18523,148184)"
500121,"(1,6,69,338)","(1,6,69,338)","(18523,55569,148184,444552)"
500121,"(10,24,15,29)","(29,-15,24,-10)","(18523,55569,148184,444552)"
500122,"(3,4,-42,-14)","(139,0,-86,26)","(250061,500122)"
500122,"(11,5,11,7)","(7,-11,5,-11)","(35723,71446,12252989,24505978)"
500123,"(7,13,46,44)","(7,13,46,44)","(500123,4000984)"
500124,"(3,10,18,64)","(3,10,18,64)","(83354,2250558)"
500125,"(1,5,4,22)","(1,5,4,22)","(4001,32008)"
500128,"(3,1,-18,4)","(3,1,-18,4)","(15629)"
500130,"(2,10,-21,-24)","(2,10,-21,-24)","(166710)"
500130,"(13,12,-45,-14)","(5,390,-177,20)","(55570)"
500130,"(8,21,-30,-18)","(19,36,-45,8)","(55570)"
500130,"(1,2,36,102)","(1,2,36,102)","(83355,166710)"
500130,"(10,19,22,14)","(1,-14,-11,-10)","(55570)"
500130,"(12,9,10,15)","(2,-28,-27,-12)","(166710)"
500130,"(10,21,42,51)","(20,-30,-9,-10)","(111140)"
500130,"(9,6,36,34)","(5,51,21,9)","(5557,11114,27785,55570,694625,1389250,3473125,6946250)"
500130,"(4,9,30,135)","(4,9,30,135)","(27785,55570,222280,444560,1778240,3556480)"
500131,"(1,23,-16,-34)","(1,23,-16,-34)","(500131,4001048)"
500131,"(10,26,24,35)","(11,-40,-34,-10)","(500131,4001048)"
500133,"(6,16,-1,37)","(6,16,-1,37)","(166711,500133,1333688,4001064,4501197,13503591,36009576,108028728)"
500134,"(11,10,30,2)","(2,-30,10,-11)","(250067,500134,2000536)"
500135,"(5,18,-43,2)","(5,18,-43,2)","(100027,500135,800216,4001080,12503375,62516875,100027000,500135000)"
500136,"(9,23,26,26)","(9,23,26,26)","(83356,250068,2250612,6751836,60766524,182299572)"
500137,"(4,10,25,32)","(11,86,57,10)","(45467,363736,60516577,484132616)"
500138,"(2,4,49,75)","(2,4,49,75)","(500138)"
500139,"(1,5,27,121)","(1,5,27,121)","(55571,444568)"
500139,"(1,12,33,476)","(1,12,33,476)","(55571,444568)"
500139,"(3,15,20,58)","(3,15,20,58)","(166713,1333704)"
500140,"(1,11,15,233)","(1,11,15,233)","(125035,250070)"
500140,"(2,14,20,65)","(17,-68,-22,-2)","(250070)"
500141,"(7,19,-26,-20)","(7,19,-26,-20)","(500141,4001128)"
500142,"(6,19,16,29)","(6,19,16,29)","(83357,166714,666856,1333712,2250639,4501278,18005112,36010224)"
500143,"(2,12,11,43)","(2,12,11,43)","(71449,571592)"
500144,"(1,17,-13,23)","(1,17,-13,23)","(31259,62518)"
500144,"(1,10,-34,-24)","(1,10,-34,-24)","(31259,62518)"
500144,"(2,10,-17,-6)","(2,10,-17,-6)","(62518)"
500144,"(3,17,-20,-8)","(3,17,-20,-8)","(31259,62518)"
500144,"(7,9,17,13)","(2,20,12,7)","(31259,62518,250072)"
500146,"(19,27,32,18)","(197,258,73,6)","(500146)"
500147,"(1,24,11,40)","(1,24,11,40)","(500147,4001176)"
500148,"(1,18,0,-22)","(1,18,0,-22)","(9262,27786)"
500148,"(11,0,-36,-4)","(11,0,-36,-4)","(4631,9262,13893,27786)"
500148,"(1,15,-3,115)","(1,15,-3,115)","(9262,27786)"
500149,"(10,24,37,45)","(13,61,36,10)","(38473,307784,500149,4001192,84525181,676201448,1098827353,8790618824)"
500150,"(2,10,-19,1)","(2,10,-19,1)","(20006)"
500150,"(3,16,-21,-28)","(3,16,-21,-28)","(20006,100030)"
500150,"(2,19,-10,28)","(2,19,-10,28)","(10003,40012,50015,80024,200060,320096,400120,1600480)"
500151,"(8,9,26,22)","(3,32,15,8)","(166717,1333736,4501359,36010872)"
500153,"(4,3,50,-2)","(2,50,-3,4)","(500153,4001224)"
500154,"(5,8,41,24)","(5,8,41,24)","(500154)"
500155,"(25,24,34,6)","(5,134,-56,6)","(100031,500155,800248,4001240,12503875,62519375,100031000,500155000)"
500158,"(1,15,-46,-46)","(1,15,-46,-46)","(500158)"
500160,"(2,1,-20,2)","(2,20,1,-2)","(15630)"
500160,"(4,7,14,17)","(6,-12,-5,-4)","(15630)"
500162,"(18,2,17,-8)","(29,-75,56,-18)","(500162)"
500163,"(3,21,-10,36)","(3,21,-10,36)","(500163,4001304)"
500165,"(4,10,-43,-21)","(73,35,-14,-4)","(500165,4001320)"
500165,"(10,19,6,26)","(10,-50,-41,-10)","(500165,4001320)"
500166,"(10,33,-24,-21)","(2,72,-63,10)","(55574)"
500166,"(5,16,20,22)","(6,-16,-14,-5)","(27787,55574,222296,750249,1500498,6001992)"
500166,"(2,16,13,22)","(2,16,13,22)","(55574)"
500166,"(14,2,15,6)","(37,-61,44,-14)","(4506,228242418)"
500166,"(7,30,-3,36)","(7,30,-3,36)","(55574)"
500166,"(4,1,30,-21)","(4,1,30,-21)","(83361,166722,666888,1333776,5335104,10670208)"
500168,"(4,1,32,36)","(1,-42,-11,-4)","(62521,125042)"
500168,"(17,9,17,-7)","(17,9,17,-7)","(62521,125042)"
500168,"(8,1,16,9)","(2,-45,38,-9)","(125042,250084)"
500169,"(2,14,17,126)","(2,14,17,126)","(500169,4001352)"
500170,"(2,24,-10,-15)","(2,24,-10,-15)","(250085,500170,2000680)"
500170,"(10,10,11,22)","(10,10,11,22)","(500170)"
500171,"(5,12,28,70)","(41,91,33,5)","(500171,4001368)"
500172,"(5,17,47,87)","(5,17,47,87)","(125043,250086)"
500172,"(10,2,14,13)","(9,40,28,10)","(83362,250086,2250774,6752322,60770898,182312694)"
500175,"(2,21,-18,-39)","(2,21,-18,-39)","(741,1235,5928,9880)"
500175,"(2,12,18,65)","(2,12,18,65)","(1235,9880)"
500175,"(1,21,-18,48)","(1,21,-18,48)","(1235,1976,3705,5928,9880,29640)"
500175,"(6,9,42,47)","(47,-42,9,-6)","(247,741,1976,5928,9880,29640)"
500175,"(13,0,15,20)","(13,0,15,20)","(1976,5928,9880,29640)"
500176,"(4,16,-26,-1)","(43,-86,40,-4)","(31261,62522)"
500176,"(1,11,-7,-19)","(1,11,-7,-19)","(31261,62522)"
500179,"(1,26,-19,-22)","(1,26,-19,-22)","(500179,4001432)"
500179,"(2,8,56,173)","(2,8,56,173)","(500179,4001432)"
500180,"(3,1,-35,5)","(5,35,1,-3)","(250090)"
500180,"(12,20,-24,-13)","(5,246,140,20)","(25009,50018,125045,250090,3126125,6252250,15630625,31261250)"
500180,"(5,13,49,73)","(5,13,49,73)","(25009,50018,125045,250090,3126125,6252250,15630625,31261250)"
500180,"(4,19,-4,40)","(4,19,-4,40)","(125045,250090)"
500180,"(10,2,19,-8)","(29,100,53,8)","(250090)"
500181,"(3,4,55,52)","(3,4,55,52)","(166727,500181,1333816,4001448,4501629,13504887,36013032,108039096)"
500182,"(2,18,-13,55)","(2,18,-13,55)","(500182)"
500182,"(4,10,43,59)","(4,10,43,59)","(1000364)"
500184,"(1,18,-3,30)","(1,18,-3,30)","(27788)"
500184,"(2,7,24,57)","(97,-101,-54,-6)","(83364)"
500184,"(5,4,10,-2)","(5,4,10,-2)","(13894,27788)"
500184,"(1,10,-8,20)","(1,10,-8,20)","(6947,13894)"
500184,"(15,3,36,-4)","(4,36,-3,15)","(6947,13894)"
500184,"(23,33,39,25)","(23,33,39,25)","(13894)"
500184,"(18,21,24,19)","(89,156,87,18)","(27788)"
500185,"(8,23,10,30)","(9,88,49,8)","(500185,4001480)"
500186,"(2,14,3,62)","(2,14,3,62)","(500186)"
500186,"(2,20,-17,44)","(2,20,-17,44)","(500186)"
500187,"(3,19,13,67)","(3,19,13,67)","(166729,500187,1333832,4001496,4501683,13505049,36013464,108040392)"
500187,"(1,25,-8,-30)","(1,25,-8,-30)","(500187,4001496)"
500188,"(1,11,6,80)","(1,11,6,80)","(250094)"
500188,"(5,3,44,32)","(5,3,44,32)","(125047,250094)"
500188,"(4,28,31,49)","(67,33,4,-4)","(125047,250094)"
500188,"(9,4,33,-14)","(37,-32,-51,-14)","(125047,250094)"
500188,"(18,23,26,13)","(13,-26,23,-18)","(250094)"
500188,"(10,3,22,8)","(17,-87,50,-8)","(250094)"
500189,"(4,10,-49,3)","(2,151,50,4)","(500189,4001512)"
500190,"(4,1,-40,5)","(2,-74,37,-4)","(500190)"
500191,"(11,7,-36,2)","(2,36,7,-11)","(500191,4001528)"
500193,"(1,4,37,104)","(1,4,37,104)","(55577,444616)"
500193,"(3,24,33,136)","(3,24,33,136)","(55577,444616)"
500193,"(8,15,-48,-29)","(1,108,-63,8)","(55577,444616)"
500193,"(5,24,48,130)","(2,-96,-36,-5)","(55577,444616)"
500193,"(23,32,34,10)","(6,-90,-74,-15)","(166731,1333848)"
500193,"(6,20,-17,-7)","(3,111,52,6)","(166731,1333848)"
500194,"(18,11,26,3)","(149,198,97,18)","(500194)"
500194,"(2,10,-51,-37)","(2,10,-51,-37)","(500194)"
500195,"(11,23,11,25)","(11,23,11,25)","(500195,4001560)"
500197,"(5,13,-42,-4)","(5,13,-42,-4)","(500197,4001576)"
500198,"(2,3,50,53)","(4,-50,-3,-2)","(1000396)"
500198,"(2,20,27,94)","(2,20,27,94)","(500198)"
500200,"(1,3,-11,-7)","(1,3,-11,-7)","(5002,10004)"
500200,"(4,0,-14,-3)","(1,-34,24,-4)","(2501,5002)"
500200,"(4,5,-30,-5)","(61,122,43,4)","(10004,50020)"
500200,"(5,5,18,10)","(5,5,18,10)","(50020)"
500202,"(2,6,-48,-3)","(2,6,-48,-3)","(9263,18526,27789,55578,74104,222312)"
500202,"(2,9,30,126)","(2,9,30,126)","(9263,18526,27789,55578,74104,148208,222312,444624)"
500202,"(2,0,63,2)","(2,0,63,2)","(18526,55578)"
500203,"(10,16,36,37)","(37,-36,16,-10)","(13519,108152,500203,4001624,684777907,5478223256,25336782559,202694260472)"
500204,"(4,6,17,40)","(67,-41,18,-4)","(250102)"
500204,"(16,12,17,20)","(1,41,36,16)","(125051,250102)"
500205,"(1,17,-30,-60)","(1,17,-30,-60)","(500205,4001640)"
500205,"(4,11,46,90)","(10,-50,-13,-4)","(500205,4001640)"
500210,"(1,22,-5,44)","(1,22,-5,44)","(500210)"
500210,"(5,20,-33,-10)","(5,20,-33,-10)","(500210)"
500211,"(1,5,-50,-24)","(1,5,-50,-24)","(166737,1333896)"
500211,"(4,3,-72,1)","(1,72,3,-4)","(55579,444632)"
500211,"(9,6,-57,10)","(109,-840,-165,-8)","(55579,444632)"
500211,"(8,10,-25,-3)","(3,-25,-10,8)","(55579,166737,444632,1333896,1500633,4501899,12005064,36015192)"
500211,"(8,3,-60,17)","(109,-594,435,-86)","(55579,444632)"
500211,"(30,48,57,31)","(31,-57,48,-30)","(55579,444632)"
500211,"(8,22,-9,-12)","(3,75,50,8)","(166737,1333896)"
500213,"(2,16,21,119)","(2,16,21,119)","(500213,4001704)"
500214,"(3,3,5,7)","(3,3,5,7)","(2067,4134)"
500214,"(1,5,18,102)","(1,5,18,102)","(45474)"
500214,"(6,12,41,58)","(6,12,41,58)","(4134,45474)"
500215,"(2,20,-21,-41)","(2,20,-21,-41)","(500215,4001720)"
500216,"(5,9,26,24)","(5,9,26,24)","(125054,250108)"
500216,"(2,13,20,71)","(13,80,23,2)","(250108)"
500216,"(20,12,23,-1)","(1,23,-12,20)","(62527,125054)"
500216,"(2,13,8,76)","(29,120,29,2)","(125054)"
500216,"(16,1,8,12)","(11,54,47,16)","(125054)"
500216,"(3,13,18,40)","(3,13,18,40)","(125054,250108)"
500216,"(4,13,4,19)","(31,0,-11,-4)","(125054,250108)"
500218,"(7,24,-19,-18)","(7,24,-19,-18)","(500218)"
500219,"(4,22,-1,34)","(53,33,10,-4)","(500219,4001752)"
