500002,"(1,1,4,2)","(1,1,4,2)","(1,1,4,2)","(3)",1,1,12,0,"(1)","(2,53,89)"
500002,"(2,1,2,2)","(2,-20,-9,-1)","(1,-20,-18,-4)","(3,53)",1,1,3,1,"(1)","(2,89)"
500002,"(3,5,4,10)","(2,20,13,3)","(1,20,26,12)",None,1,1,7,1,"(1)","(2,53,89)"
500002,"(2,6,13,27)","(2,6,13,27)","(1,6,26,108)",None,1,1,7,1,"(1)","(2,53,89)"
500002,"(4,17,2,51)","(4,17,2,51)","(1,17,8,816)",None,2,1,10,6,"(1,53)","(2,89)"
500003,"(10,6,38,9)","(10,6,38,9)","(1,6,380,900)",None,2,1,12,2,"(1,8)","(7,71429)"
500004,"(1,12,-3,-12)","(1,12,-3,-12)","(1,12,-3,-12)",None,1,2,8,0,"(2)","(17,19,43)"
500004,"(1,24,18,-4)","(1,24,18,-4)","(1,24,18,-4)",None,1,2,12,0,"(1,2)","(17,19,43)"
500004,"(4,2,3,-2)","(17,34,15,2)","(1,34,255,578)","(3)",2,1,4,0,"(2)","(17,19,43)"
500004,"(2,3,6,6)","(3,96,87,20)","(1,96,261,180)",None,1,1,4,0,"(2)","(17,19,43)"
500004,"(6,3,-24,-4)","(19,0,-21,6)","(1,0,-399,2166)",None,1,2,12,0,"(1,2)","(17,19,43)"
500004,"(6,8,9,3)","(3,-9,8,-6)","(1,-9,24,-54)",None,1,1,16,0,"(2)","(3,17,19,43)"
500004,"(1,3,12,24)","(1,3,12,24)","(1,3,12,24)",None,1,1,6,0,"(1,2)","(17,19,43)"
500004,"(3,6,6,8)","(3,6,6,8)","(1,6,18,72)",None,1,1,6,0,"(1,2)","(17,19,43)"
500004,"(1,6,5,16)","(1,6,5,16)","(1,6,5,16)","(3)",2,1,8,0,"(1,2)","(17,19,43)"
500004,"(2,4,4,11)","(3,-12,-8,-2)","(1,-12,-24,-18)",None,1,1,8,0,"(2)","(3,17,19,43)"
500004,"(1,4,8,44)","(1,4,8,44)","(1,4,8,44)",None,1,1,16,0,"(1,2)","(3,17,19,43)"
500004,"(1,6,9,38)","(1,6,9,38)","(1,6,9,38)",None,1,1,8,0,"(2)","(17,19,43)"
500004,"(11,9,15,3)","(3,-15,9,-11)","(1,-15,27,-99)",None,3,1,4,0,"(2)","(17,19,43)"
500004,"(2,5,4,13)","(1,61,44,8)","(1,61,44,8)",None,1,1,24,0,"(1,2)","(3,17,19,43)"
500004,"(6,6,6,11)","(6,6,6,11)","(1,6,36,396)",None,3,1,8,0,"(2)","(17,19,43)"
500004,"(7,12,21,12)","(3,-57,-30,-4)","(1,-57,-90,-36)",None,1,1,4,0,"(2)","(17,19,43)"
500004,"(7,3,15,1)","(1,-15,3,-7)","(1,-15,3,-7)",None,1,1,4,0,"(2)","(17,19,43)"
500004,"(2,1,26,-12)","(17,-34,7,-2)","(1,-34,119,-578)",None,8,1,15,0,"(2)","(3,17,19,43)"
500004,"(3,6,12,44)","(3,6,12,44)","(1,6,36,396)",None,3,1,8,0,"(1,2)","(17,19,43)"
500004,"(7,9,9,19)","(19,-9,9,-7)","(1,-9,171,-2527)",None,3,1,12,0,"(1,2)","(17,19,43)"
500004,"(6,21,24,28)","(19,0,3,-6)","(1,0,57,-2166)",None,1,1,8,0,"(1,2)","(17,19,43)"
500004,"(1,2,53,100)","(1,2,53,100)","(1,2,53,100)",None,8,1,30,0,"(1,2)","(3,17,19,43)"
500004,"(4,6,0,17)","(17,0,6,-4)","(1,0,102,-1156)",None,1,1,12,0,"(1,2)","(17,19,43)"
500004,"(18,15,30,13)","(13,-30,15,-18)","(1,-30,195,-3042)",None,8,1,14,1,"(2)","(17,19,43)"
500004,"(3,3,51,17)","(3,3,51,17)","(1,3,153,153)",None,12,1,7,1,"(2)","(17,19,43)"
500004,"(9,3,3,13)","(19,-228,60,-4)","(1,-228,1140,-1444)",None,1,1,8,0,"(1,2)","(17,19,43)"
500004,"(12,12,54,17)","(3,147,-99,17)","(1,147,-297,153)",None,12,1,14,2,"(1,2)","(17,19,43)"
500004,"(7,15,9,35)","(7,15,9,35)","(1,15,63,1715)",None,15,1,42,1,"(2)","(17,19,43)"
500004,"(3,15,9,145)","(3,15,9,145)","(1,15,27,1305)",None,3,1,14,2,"(1,2)","(17,19,43)"
500004,"(6,24,24,43)","(43,0,-12,-6)","(1,0,-516,-11094)",None,3,1,7,1,"(2)","(17,19,43)"
500004,"(4,12,9,19)","(17,-9,-12,-4)","(1,-9,-204,-1156)",None,1,1,18,0,"(1,2)","(17,19,43)"
500004,"(33,39,51,17)","(17,-51,39,-33)","(1,-51,663,-9537)",None,15,1,14,2,"(1,2)","(17,19,43)"
500004,"(9,15,60,52)","(2,57,12,9)","(1,57,24,36)",None,8,1,35,0,"(1,2)","(17,19,43)"
500004,"(3,1,11,1)","(1,-11,1,-3)","(1,-11,1,-3)",None,1,1,24,0,"(1,2)","(3,17,19,43)"
500005,"(10,33,34,38)","(37,106,57,10)","(1,106,2109,13690)",None,1,1,70,2,"(1,8)","(5,11,9091)"
500006,"(1,21,7,29)","(1,21,7,29)","(1,21,7,29)",None,3,1,6,2,"(1)","(2,13,19231)"
500006,"(1,6,52,254)","(1,6,52,254)","(1,6,52,254)",None,9,1,6,0,"(1)","(2,13,19231)"
500006,"(2,4,40,99)","(2,4,40,99)","(1,4,80,396)",None,3,1,6,3,"(1)","(2,13,19231)"
500006,"(8,1,24,19)","(19,-24,1,-8)","(1,-24,19,-2888)",None,10,1,14,1,"(1)","(2,13,19231)"
500006,"(13,14,19,4)","(13,14,19,4)","(1,14,247,676)","(3)",1,1,7,2,"(1)","(2,13,19231)"
500006,"(2,2,3,1)","(2,2,3,1)","(1,2,6,4)","(3)",1,1,4,0,"(1)","(2,13,19231)"
500007,"(3,25,-40,-2)","(3,25,-40,-2)","(1,25,-120,-18)",None,1,2,20,8,"(1,8)","(3,166669)"
500007,"(6,10,21,34)","(71,-59,28,-6)","(1,-59,1988,-30246)",None,1,1,20,0,"(1,8)","(3,166669)"
500008,"(2,23,-12,-16)","(3,40,-29,2)","(1,40,-87,18)",None,3,2,4,1,"(1,2)","(62501)"
500008,"(2,15,-28,-25)","(7,-129,-92,-16)","(1,-129,-644,-784)",None,3,2,4,1,"(1,2)","(62501)"
500008,"(6,1,-22,-4)","(19,-2,-19,6)","(1,-2,-361,2166)",None,9,2,6,1,"(2,4)","(62501)"
500008,"(7,8,-33,2)","(7,8,-33,2)","(1,8,-231,98)",None,3,2,4,1,"(1,2)","(62501)"
500008,"(2,2,37,45)","(3,-206,81,-8)","(1,-206,243,-72)",None,1,1,6,1,"(4)","(62501)"
500008,"(1,13,21,137)","(1,13,21,137)","(1,13,21,137)","(3)",1,1,3,2,"(1,2)","(62501)"
500008,"(16,1,20,-8)","(2,377,160,17)","(1,377,320,68)","(3)",1,1,8,2,"(1,2)","(62501)"
500008,"(4,9,-26,4)","(101,-49,-34,-4)","(1,-49,-3434,-40804)",None,3,2,6,1,"(2,4)","(62501)"
500008,"(4,14,-13,-9)","(11,-67,-34,-4)","(1,-67,-374,-484)",None,3,2,6,1,"(2,4)","(62501)"
500008,"(4,6,-23,-4)","(11,-49,-30,-4)","(1,-49,-330,-484)",None,3,2,6,1,"(2,4)","(62501)"
500008,"(2,10,-1,32)","(37,-49,-20,-2)","(1,-49,-740,-2738)","(3)",1,1,10,2,"(2,4)","(62501)"
500010,"(2,4,-50,5)","(2,4,-50,5)","(1,4,-100,20)",None,3,2,30,0,"(1)","(2,3,5,7,2381)"
500010,"(3,24,-7,-16)","(3,24,-7,-16)","(1,24,-21,-144)",None,1,2,31,1,"(1)","(2,3,5,7,2381)"
500010,"(3,3,-43,-5)","(3,3,-43,-5)","(1,3,-129,-45)",None,3,2,30,0,"(1)","(2,3,5,7,2381)"
500010,"(5,7,-37,3)","(3,51,-37,5)","(1,51,-111,45)",None,3,2,30,0,"(1)","(2,3,5,7,2381)"
500010,"(1,4,14,86)","(1,4,14,86)","(1,4,14,86)",None,1,1,16,0,"(1)","(2,3,5,7,2381)"
500010,"(2,6,5,22)","(2,6,5,22)","(1,6,10,88)",None,1,1,24,0,"(1)","(2,3,5,7,2381)"
500010,"(1,13,6,40)","(1,13,6,40)","(1,13,6,40)",None,1,1,24,0,"(1)","(2,3,5,7,2381)"
500010,"(9,14,18,10)","(3,17,13,9)","(1,17,39,81)",None,1,1,24,0,"(1)","(2,3,5,7,2381)"
500010,"(9,10,7,14)","(8,-14,-17,-9)","(1,-14,-136,-576)",None,1,1,32,0,"(1)","(2,3,5,7,2381)"
500010,"(5,3,26,8)","(8,-26,3,-5)","(1,-26,24,-320)",None,1,1,32,0,"(1)","(2,3,5,7,2381)"
500011,"(7,9,34,44)","(7,9,34,44)","(1,9,238,2156)",None,1,1,18,2,"(1,8)","(107,4673)"
500011,"(1,3,2,4)","(1,3,2,4)","(1,3,2,4)","(3)",1,1,6,0,"(1,8)","(107,4673)"
500012,"(3,16,11,78)","(3,16,11,78)","(1,16,33,702)",None,7,1,12,1,"(1,2)","(125003)"
500012,"(1,7,19,155)","(1,7,19,155)","(1,7,19,155)","(3)",3,1,1,0,"(2)","(125003)"
500012,"(1,17,-7,23)","(1,17,-7,23)","(1,17,-7,23)","(3)",3,1,1,0,"(2)","(125003)"
500012,"(6,25,26,27)","(61,114,47,6)","(1,114,2867,22326)",None,7,1,6,0,"(2)","(125003)"
500012,"(1,5,37,175)","(1,5,37,175)","(1,5,37,175)","(3)",3,1,1,0,"(2)","(125003)"
500012,"(17,21,31,23)","(4,40,30,17)","(1,40,120,272)","(3)",3,1,3,1,"(1,2)","(125003)"
500012,"(4,20,36,91)","(4,20,36,91)","(1,20,144,1456)","(3)",3,1,3,1,"(1,2)","(125003)"
500012,"(4,4,30,71)","(4,4,30,71)","(1,4,120,1136)","(3)",3,1,3,1,"(1,2)","(125003)"
500013,"(6,36,6,-13)","(2,96,72,13)","(1,96,144,52)",None,1,2,4,4,"(1,3,8,24)","(6173)"
500015,"(12,26,33,23)","(13,-120,43,-4)","(1,-120,559,-676)",None,1,1,12,0,"(1,8)","(5,100003)"
500016,"(12,5,18,3)","(3,-18,5,-12)","(1,-18,15,-108)",None,2,1,15,1,"(1)","(2,3,11,947)"
500016,"(10,4,14,5)","(11,-55,31,-5)","(1,-55,341,-605)",None,1,1,14,2,"(1)","(2,3,11,947)"
500016,"(5,4,28,20)","(9,35,11,5)","(1,35,99,405)",None,1,1,26,12,"(1,2)","(3,11,947)"
500017,"(2,6,-14,-1)","(2,6,-14,-1)","(1,6,-28,-4)","(3)",1,2,8,0,"(1,8)","(7,61,1171)"
500017,"(1,4,-3,-4)","(1,4,-3,-4)","(1,4,-3,-4)","(3)",1,2,20,0,"(1,8)","(7,61,1171)"
500018,"(1,1,-3,-1)","(1,1,-3,-1)","(1,1,-3,-1)","(3)",1,2,12,0,"(1)","(2,29,37,233)"
500018,"(2,7,26,118)","(2,7,26,118)","(1,7,52,472)",None,1,1,22,4,"(1)","(2,29,37,233)"
500019,"(7,17,26,52)","(7,17,26,52)","(1,17,182,2548)",None,23,1,42,0,"(1,8)","(3,13,12821)"
500019,"(6,9,-46,9)","(1,-62,45,-6)","(1,-62,45,-6)",None,1,2,35,2,"(1,8)","(3,13,12821)"
500019,"(4,3,-14,-4)","(13,75,-62,12)","(1,75,-806,2028)",None,1,2,18,0,"(1,8)","(3,13,12821)"
500019,"(18,17,26,9)","(9,-26,17,-18)","(1,-26,153,-1458)",None,2,1,75,4,"(1,8)","(3,13,12821)"
500020,"(1,1,5,3)","(1,1,5,3)","(1,1,5,3)",None,1,1,4,0,"(2)","(5,23,1087)"
500020,"(4,4,6,1)","(5,10,8,4)","(1,10,40,100)",None,1,1,8,0,"(1,2)","(5,23,1087)"
500020,"(3,5,1,9)","(73,-45,-1,3)","(1,-45,-73,15987)",None,1,1,24,0,"(2)","(5,23,1087)"
500020,"(9,7,15,5)","(5,-15,7,-9)","(1,-15,35,-225)",None,1,1,24,0,"(1,2)","(5,23,1087)"
500021,"(2,2,2,7)","(2,2,2,7)","(1,2,4,28)","(3)",1,1,8,0,"(1,8)","(17,67,439)"
500021,"(3,11,-11,-9)","(37,-69,29,-3)","(1,-69,1073,-4107)",None,1,2,16,0,"(1,8)","(17,67,439)"
500021,"(3,7,-51,-17)","(17,-51,-7,3)","(1,-51,-119,867)",None,1,2,14,2,"(1,8)","(17,67,439)"
500021,"(7,2,9,-2)","(7,2,9,-2)","(1,2,63,-98)","(3)",2,1,88,0,"(1,8)","(17,67,439)"
500021,"(2,5,2,16)","(1,-26,-13,-2)","(1,-26,-13,-2)","(3)",2,1,44,0,"(1,8)","(17,67,439)"
500021,"(2,1,10,16)","(5,-14,-5,-2)","(1,-14,-25,-50)","(3)",2,1,88,0,"(1,8)","(17,67,439)"
500022,"(1,9,66,606)","(1,9,66,606)","(1,9,66,606)",None,8,1,3,0,"(1)","(2,27779)"
500022,"(12,15,12,31)","(12,15,12,31)","(1,15,144,4464)",None,16,1,5,0,"(1)","(2,27779)"
500022,"(3,1,21,5)","(3,1,21,5)","(1,1,63,45)",None,1,1,12,0,"(1)","(2,3,27779)"
500022,"(1,3,3,3)","(1,3,3,3)","(1,3,3,3)",None,1,1,2,0,"(1)","(2,27779)"
500023,"(1,1,3,1)","(1,1,3,1)","(1,1,3,1)",None,1,1,4,0,"(1,8)","(19,26317)"
500024,"(2,4,3,19)","(1,285,208,38)","(1,285,208,38)",None,1,1,10,0,"(2,4)","(7,8929)"
500024,"(14,17,20,8)","(59,-96,59,-14)","(1,-96,3481,-48734)",None,1,1,12,0,"(1,2)","(7,8929)"
500024,"(1,7,17,87)","(1,7,17,87)","(1,7,17,87)",None,1,1,6,0,"(1,2)","(7,8929)"
500024,"(13,3,14,10)","(13,3,14,10)","(1,3,182,1690)","(3)",1,1,18,1,"(4)","(7,8929)"
500025,"(1,7,1,-3)","(1,7,1,-3)","(1,7,1,-3)",None,1,2,16,0,"(1,8)","(3,5,59,113)"
500025,"(1,7,-39,-15)","(1,7,-39,-15)","(1,7,-39,-15)",None,1,2,30,2,"(1,8)","(3,5,59,113)"
500025,"(2,2,4,1)","(2,2,4,1)","(1,2,8,4)",None,1,1,8,0,"(1,5,8,40)","(3,59,113)"
500025,"(3,3,5,3)","(3,3,5,3)","(1,3,15,27)","(5)",3,1,24,0,"(1,8)","(3,59,113)"
500025,"(3,11,11,13)","(2,26,16,3)","(1,26,32,12)",None,1,1,8,0,"(1,8)","(3,5,59,113)"
500025,"(1,14,7,62)","(1,14,7,62)","(1,14,7,62)",None,1,1,24,0,"(1,5,8,40)","(3,59,113)"
500025,"(2,1,2,6)","(3,-6,-5,-2)","(1,-6,-15,-18)",None,1,1,40,0,"(1,8)","(3,5,59,113)"
500025,"(2,10,26,103)","(2,10,26,103)","(1,10,52,412)",None,1,1,16,0,"(1,5,8,40)","(3,59,113)"
500025,"(2,16,-14,27)","(2,16,-14,27)","(1,16,-28,108)",None,3,1,16,0,"(1,5,8,40)","(3,59,113)"
500025,"(6,14,22,37)","(1,-38,-22,-6)","(1,-38,-22,-6)",None,3,1,16,0,"(1,5,8,40)","(3,59,113)"
500025,"(3,15,16,18)","(3,15,16,18)","(1,15,48,162)","(5)",1,1,35,2,"(1,8)","(3,59,113)"
500025,"(2,10,19,74)","(2,10,19,74)","(1,10,38,296)",None,5,1,135,2,"(1,8)","(3,5,59,113)"
500025,"(1,1,4,10)","(1,1,4,10)","(1,1,4,10)",None,1,1,60,0,"(1,8)","(3,5,59,113)"
500026,"(7,6,11,30)","(7,6,11,30)","(1,6,77,1470)",None,1,1,6,1,"(1)","(2,250013)"
500026,"(13,6,31,16)","(13,6,31,16)","(1,6,403,2704)",None,2,1,6,1,"(1)","(2,250013)"
500026,"(2,20,-19,-44)","(2,20,-19,-44)","(1,20,-38,-176)","(3)",1,2,3,1,"(1)","(2,250013)"
500027,"(1,2,2,2)","(1,2,2,2)","(1,2,2,2)","(3)",1,1,4,0,"(1,8)","(11,131,347)"
500027,"(1,1,3,5)","(1,1,3,5)","(1,1,3,5)","(3)",1,1,12,0,"(1,8)","(11,131,347)"
500027,"(4,10,31,86)","(131,-63,22,-4)","(1,-63,2882,-68644)","(3)",3,1,30,0,"(1,8)","(11,131,347)"
500027,"(4,2,43,49)","(61,83,22,4)","(1,83,1342,14884)","(3)",6,1,42,0,"(1,8)","(11,131,347)"
500027,"(4,6,53,26)","(4,6,53,26)","(1,6,212,416)","(3)",27,1,56,0,"(1,8)","(11,131,347)"
500027,"(12,10,3,23)","(4,-114,89,-18)","(1,-114,356,-288)",None,3,1,56,0,"(1,8)","(11,131,347)"
500029,"(2,15,26,139)","(2,15,26,139)","(1,15,52,556)",None,1,1,9,2,"(1,8)","(500029)"
500030,"(1,1,12,2)","(1,1,12,2)","(1,1,12,2)","(3)",1,1,4,0,"(1)","(2,5,31,1613)"
500030,"(2,0,4,1)","(2,0,4,1)","(1,0,8,4)","(3)",1,1,8,0,"(1)","(2,5,31,1613)"
500030,"(1,2,30,82)","(1,2,30,82)","(1,2,30,82)","(3)",1,1,8,0,"(1)","(2,5,31,1613)"
500030,"(4,5,18,7)","(4,5,18,7)","(1,5,72,112)","(3)",1,1,16,0,"(1)","(2,5,31,1613)"
500030,"(10,6,11,29)","(10,6,11,29)","(1,6,110,2900)","(3)",1,1,22,4,"(1)","(2,5,31,1613)"
500031,"(4,18,-63,-7)","(7,-63,-18,4)","(1,-63,-126,196)",None,1,2,9,2,"(1,8)","(7,7937)"
500031,"(1,7,-45,-33)","(1,7,-45,-33)","(1,7,-45,-33)",None,1,2,14,2,"(1,8)","(3,7,7937)"
500031,"(7,21,-51,-7)","(7,21,-51,-7)","(1,21,-357,-343)",None,3,2,6,2,"(1,8)","(7,7937)"
500031,"(9,21,-45,-11)","(7,168,132,26)","(1,168,924,1274)",None,1,2,6,2,"(1,8)","(7,7937)"
500031,"(7,0,-60,-6)","(7,0,-60,-6)","(1,0,-420,-294)",None,3,2,6,2,"(1,8)","(7,7937)"
500031,"(5,16,19,20)","(6,-15,-14,-5)","(1,-15,-84,-180)",None,2,1,20,0,"(1,8)","(3,7,7937)"
500031,"(6,12,10,13)","(6,12,10,13)","(1,12,60,468)",None,3,1,8,0,"(1,8)","(3,7,7937)"
500031,"(7,5,13,9)","(6,24,16,7)","(1,24,96,252)",None,3,1,8,0,"(1,8)","(3,7,7937)"
500031,"(20,6,21,-2)","(2,21,-6,20)","(1,21,-12,80)",None,2,1,10,0,"(1,8)","(7,7937)"
500031,"(6,6,57,64)","(7,-63,-12,-6)","(1,-63,-84,-294)",None,1,1,15,2,"(1,8)","(7,7937)"
500031,"(11,9,15,19)","(2,-30,-24,-11)","(1,-30,-48,-44)",None,3,1,4,0,"(1,8)","(7,7937)"
500031,"(6,4,16,7)","(6,24,-26,7)","(1,24,-156,252)",None,3,1,8,0,"(1,8)","(3,7,7937)"
500031,"(2,13,10,31)","(7,-70,-23,-2)","(1,-70,-161,-98)","(3)",2,1,33,1,"(1,8)","(7,7937)"
500031,"(2,12,30,117)","(2,12,30,117)","(1,12,60,468)",None,3,1,4,0,"(1,8)","(7,7937)"
500031,"(2,18,6,37)","(2,18,6,37)","(1,18,12,148)",None,3,1,4,0,"(1,8)","(7,7937)"
500031,"(4,7,16,29)","(7,36,17,4)","(1,36,119,196)","(3)",2,1,44,6,"(1,8)","(7,7937)"
500031,"(7,0,17,8)","(7,0,17,8)","(1,0,119,392)","(3)",2,1,33,1,"(1,8)","(7,7937)"
500032,"(1,5,0,26)","(1,5,0,26)","(1,5,0,26)",None,10,1,7,0,"(1)","(2,13,601)"
500032,"(2,14,3,-7)","(2,14,3,-7)","(1,14,6,-28)",None,1,2,7,1,"(1)","(2,13,601)"
500032,"(4,10,0,13)","(13,-377,-87,-5)","(1,-377,-1131,-845)",None,10,1,9,1,"(1,2)","(13,601)"
500032,"(2,1,4,7)","(2,-8,-5,-2)","(1,-8,-10,-8)","(3)",1,1,4,0,"(1)","(2,13,601)"
500032,"(4,16,13,16)","(13,-25,-20,-4)","(1,-25,-260,-676)",None,10,1,12,0,"(1,2)","(13,601)"
500033,"(3,4,17,8)","(1,-32,31,-8)","(1,-32,31,-8)",None,1,1,22,0,"(1,8)","(47,10639)"
500033,"(4,5,4,11)","(1,-465,-122,-8)","(1,-465,-122,-8)",None,1,1,22,0,"(1,8)","(47,10639)"
500033,"(1,9,10,24)","(1,9,10,24)","(1,9,10,24)",None,1,1,22,0,"(1,8)","(47,10639)"
500033,"(2,9,-58,-8)","(47,50,-27,2)","(1,50,-1269,4418)",None,2,2,44,4,"(1,8)","(47,10639)"
500033,"(1,29,-18,-16)","(1,29,-18,-16)","(1,29,-18,-16)",None,2,2,33,2,"(1,8)","(47,10639)"
500033,"(9,28,-13,-16)","(47,-471,122,-8)","(1,-471,5734,-17672)",None,2,2,44,4,"(1,8)","(47,10639)"
500034,"(20,11,22,-2)","(2,22,-11,20)","(1,22,-22,80)",None,1,1,7,1,"(1)","(2,3,83339)"
500035,"(3,2,5,10)","(10,-5,2,-3)","(1,-5,20,-300)",None,1,1,20,0,"(1,8)","(5,97,1031)"
500035,"(6,16,34,65)","(6,16,34,65)","(1,16,204,2340)",None,1,1,28,2,"(1,8)","(5,97,1031)"
500035,"(1,3,38,128)","(1,3,38,128)","(1,3,38,128)","(3)",1,1,44,0,"(1,8)","(5,97,1031)"
500035,"(8,18,31,28)","(7,-19,-6,-8)","(1,-19,-42,-392)","(3)",1,1,264,0,"(1,8)","(5,97,1031)"
500035,"(8,6,19,16)","(5,31,18,8)","(1,31,90,200)","(3)",1,1,77,4,"(1,8)","(5,97,1031)"
500036,"(5,2,29,10)","(37,6,-31,10)","(1,6,-1147,13690)","(3)",1,1,12,1,"(2)","(41,3049)"
500036,"(20,26,40,11)","(11,-40,26,-20)","(1,-40,286,-2420)","(3)",1,1,18,2,"(1,2)","(41,3049)"
500036,"(20,4,29,5)","(197,253,116,20)","(1,253,22852,776180)","(3)",1,1,18,2,"(1,2)","(41,3049)"
500038,"(1,5,-30,-4)","(1,5,-30,-4)","(1,5,-30,-4)",None,1,2,16,0,"(1)","(2,7,11,17,191)"
500038,"(1,5,8,18)","(1,5,8,18)","(1,5,8,18)",None,1,1,16,0,"(1)","(2,7,11,17,191)"
500038,"(2,25,0,-34)","(7,56,-31,2)","(1,56,-217,98)","(3)",1,2,31,1,"(1)","(2,7,11,17,191)"
500038,"(17,34,42,26)","(17,34,42,26)","(1,34,714,7514)","(3)",1,1,30,2,"(1)","(2,7,11,17,191)"
500038,"(6,19,20,18)","(11,0,1,-6)","(1,0,11,-726)",None,1,1,48,0,"(1)","(2,7,11,17,191)"
500038,"(20,31,44,22)","(7,-567,178,-14)","(1,-567,1246,-686)",None,1,1,31,1,"(1)","(2,7,11,17,191)"
500040,"(1,3,6,10)","(1,3,6,10)","(1,3,6,10)",None,1,1,12,0,"(4,12)","(5,463)"
500040,"(1,3,60,156)","(1,3,60,156)","(1,3,60,156)",None,2,1,18,4,"(1,2,3,6)","(5,463)"
500040,"(5,15,-18,-10)","(5,15,-18,-10)","(1,15,-90,-250)",None,1,2,27,2,"(4,12)","(5,463)"
500040,"(2,3,30,39)","(11,87,-60,10)","(1,87,-660,1210)",None,2,1,60,4,"(2,4,6,12)","(5,463)"
500040,"(2,6,21,43)","(61,207,138,26)","(1,207,8418,96746)",None,2,1,36,0,"(4,12)","(5,463)"
500040,"(1,12,-39,-38)","(1,12,-39,-38)","(1,12,-39,-38)",None,1,2,24,4,"(1,2,3,6)","(5,463)"
500040,"(8,6,30,-5)","(5,30,-6,8)","(1,30,-30,200)",None,2,1,18,2,"(1,2,3,6)","(5,463)"
500040,"(15,21,30,10)","(15,21,30,10)","(1,21,450,2250)",None,1,1,36,8,"(4,12)","(5,463)"
500040,"(1,0,-63,-2)","(1,0,-63,-2)","(1,0,-63,-2)",None,1,2,24,4,"(1,2,3,6)","(5,463)"
